id,batchID,equinomeID,SNPChip,Year of Birth,sex,Country Reported,Horse Name,Sire,Dam,Month of Birth,Country of Birth,,,,,,,
20141219_BAR001_084,20141219,BAR001_084,SNP70,2013,Male,Australia,,More Than Ready,Villa Moura,September,Australia,,,,,,,
20141219_BAR001_087,20141219,BAR001_087,SNP70,2013,Female,Australia,Anadyomene,Northern Meteor,Venus Rising,September,Australia,,,,,,,
20141219_BAR001_089,20141219,BAR001_089,SNP70,2013,Male,Australia,,Mossman,Electrical,September,Australia,,,,,,,
20141219_BAR001_091,20141219,BAR001_091,SNP70,2013,Male,Australia,Northern Prince,Northern Meteor,Macedon Princess,August,Australia,,,,,,,
20141219_BES001_004,20141219,BES001_004,SNP70,2013,Male,Australia,Winslow,Stratum,Perfect Stranger,October,Australia,,,,,,,
20141219_BES001_009,20141219,BES001_009,SNP70,2013,Male,Australia,Call Me Arthur,Congrats,Double Bay,October,Australia,,,,,,,
20141219_BES001_010,20141219,BES001_010,SNP70,2013,Female,Australia,,Myboycharlie,Eagle Jan,August,Australia,,,,,,,
20141219_BES001_011,20141219,BES001_011,SNP70,2013,Female,Australia,,Congrats,Fedorova,August,Australia,,,,,,,
20141219_BES001_012,20141219,BES001_012,SNP70,2013,Female,Australia,Midnight Spice,Domesday,Red Chilli Peppers,August,Australia,,,,,,,
20141219_BES001_013,20141219,BES001_013,SNP70,2013,Male,Australia,,Congrats,Zulia,August,Australia,,,,,,,
20141219_BES001_021,20141219,BES001_021,SNP70,2013,Female,Australia,Octuplets,More Than Ready,Eigth Wonder,August,Australia,,,,,,,
20141219_BES001_022,20141219,BES001_022,SNP70,2013,Male,Australia,,Congrats,Funicular,October,Australia,,,,,,,
20141219_BES001_024,20141219,BES001_024,SNP70,2013,Male,Australia,Marine Corps,Medaglia dOro,Blue Lotus,August,Australia,,,,,,,
20141219_BES001_026,20141219,BES001_026,SNP70,2013,Male,Australia,Sacrifice,Mossman,Sontweni,July,Australia,,,,,,,
20141219_BES001_028,20141219,BES001_028,SNP70,2013,Female,Australia,Miss Pistolaro,Testa Rossa,Lupara,September,Australia,,,,,,,
20141219_BES001_029,20141219,BES001_029,SNP70,2013,Female,Australia,Unimagineable,Myboycharlie,Zobeide,August,Australia,,,,,,,
20141219_BES001_030,20141219,BES001_030,SNP70,2013,Female,Australia,Ultimate Testa,Testa Rossa,Kallisto,October,Australia,,,,,,,
20141219_BPS001_001,20141219,BPS001_001,SNP70,2013,Female,Australia,Live In Space,Northern Meteor,Piglets Gold,October,Australia,,,,,,,
20141219_BPS001_003,20141219,BPS001_003,SNP70,2013,Female,Australia,,Choisir,Miss Shamardal,October,Australia,,,,,,,
20141219_CRF001_036,20141219,CRF001_036,SNP70,2013,Female,Australia,Special Vienna,Snitzel,Anakalinka,October,Australia,,,,,,,
20141219_CRF001_037,20141219,CRF001_037,SNP70,2013,Male,Australia,New Ruler,Redoutes Choice,Expensive,October,Australia,,,,,,,
20141219_CRF001_039,20141219,CRF001_039,SNP70,2013,Male,Australia,Suilven,Snitzel,Silk Ending,October,Australia,,,,,,,
20141219_CRF001_040,20141219,CRF001_040,SNP70,2013,Female,Australia,Miss Rock,Fastnet Rock,Miss Judgement,August,Australia,,,,,,,
20141219_EAP001_006,20141219,EAP001_006,SNP70,2013,Male,Australia,,Sebring,Animated,September,Australia,,,,,,,
20141219_EAP001_008,20141219,EAP001_008,SNP70,2013,Female,Australia,,Smart Missile,Rainbow Joy,October,Australia,,,,,,,
20141219_ELI001_062,20141219,ELI001_062,SNP70,2013,Male,Australia,,Written Tycoon,Solar Song,September,Australia,,,,,,,
20141219_ELI001_063,20141219,ELI001_063,SNP70,2013,Male,Australia,,Savabeel,Affairoftheheart,September,Australia,,,,,,,
20141219_ELI001_064,20141219,ELI001_064,SNP70,2013,Male,Australia,,Savabeel,Fire Song,September,Australia,,,,,,,
20141219_ELI001_065,20141219,ELI001_065,SNP70,2013,Male,Australia,,Fastnet Rock,Pretty Flamingo,October,Australia,,,,,,,
20141219_ELI001_066,20141219,ELI001_066,SNP70,2013,Male,Australia,,Statue of Liberty,Music In The Park,August,Australia,,,,,,,
20141219_ELI001_067,20141219,ELI001_067,SNP70,2013,Female,Australia,,Northern Meteor,Tantalized,September,Australia,,,,,,,
20141219_ELI001_068,20141219,ELI001_068,SNP70,2013,Female,Australia,,Bernardini,Any Dane Now,September,Australia,,,,,,,
20141219_ELI001_069,20141219,ELI001_069,SNP70,2013,Female,Australia,,Fastnet Rock,Mist,July,Australia,,,,,,,
20141219_ELI001_070,20141219,ELI001_070,SNP70,2013,Male,Australia,,Moshe,Ladykin,August,Australia,,,,,,,
20141219_ELI001_074,20141219,ELI001_074,SNP70,2013,Female,Australia,,Love Conquers All,Believe n Achieve,September,Australia,,,,,,,
20141219_FGT001_001,20141219,FGT001_001,SNP70,2013,Male,Australia,,Sebring,Maid for Me,October,Australia,,,,,,,
20141219_FGT001_002,20141219,FGT001_002,SNP70,2013,Female,Australia,,Rothesay,Lune Rouge,August,Australia,,,,,,,
20141219_FGT001_003,20141219,FGT001_003,SNP70,2013,Male,Australia,,Hinchinbrook,Moulin Lady,September,Australia,,,,,,,
20141219_FGT001_005,20141219,FGT001_005,SNP70,2013,Male,Australia,,Snitzel,Single Rose,September,Australia,,,,,,,
20141219_GLP001_036,20141219,GLP001_036,SNP70,2013,Male,Australia,,Show A Heart,La Parisienne,September,Australia,,,,,,,
20141219_GLP001_037,20141219,GLP001_037,SNP70,2013,Female,Australia,,So You Think,Mandawara,August,Australia,,,,,,,
20141219_GLP001_039,20141219,GLP001_039,SNP70,2013,Female,Australia,Real Nina,Real Saga,Nina Mary,November,Australia,,,,,,,
20141219_GLP001_040,20141219,GLP001_040,SNP70,2013,Male,Australia,,Show A Heart,Pachanga,September,Australia,,,,,,,
20141219_GLP001_041,20141219,GLP001_041,SNP70,2013,Male,Australia,,Smart Missile,Reshoot,September,Australia,,,,,,,
20141219_GLP001_042,20141219,GLP001_042,SNP70,2013,Female,Australia,,Exceed and Excel,Rouge Mamzelle,August,Australia,,,,,,,
20141219_GLP001_043,20141219,GLP001_043,SNP70,2013,Male,Australia,,Smart Missile,Shes Meaner,October,Australia,,,,,,,
20141219_GLP001_044,20141219,GLP001_044,SNP70,2013,Female,Australia,,Rothesay,So in Need,October,Australia,,,,,,,
20141219_GLP001_045,20141219,GLP001_045,SNP70,2013,Female,Australia,,Sepoy,Spectrolite,October,Australia,,,,,,,
20141219_GLP001_046,20141219,GLP001_046,SNP70,2013,Male,Australia,,Rothesay,Stepping Stones,September,Australia,,,,,,,
20141219_GLP001_047,20141219,GLP001_047,SNP70,2013,Male,Australia,,Northern Meteor,To Please a Lady,October,Australia,,,,,,,
20141219_GLP001_048,20141219,GLP001_048,SNP70,2013,Female,Australia,,Rothesay,Trance,October,Australia,,,,,,,
20141219_GLP001_049,20141219,GLP001_049,SNP70,2013,Male,Australia,,Jet Spur,Bleeding Heart,August,Australia,,,,,,,
20141219_GLP001_050,20141219,GLP001_050,SNP70,2013,Female,Australia,,Rothesay,Chabeli,August,Australia,,,,,,,
20141219_GLP001_051,20141219,GLP001_051,SNP70,2013,Male,Australia,,Rothesay,Eloise,August,Australia,,,,,,,
20141219_GLP001_052,20141219,GLP001_052,SNP70,2013,Female,Australia,,Show A Heart,Exedra,August,Australia,,,,,,,
20141219_GLP001_053,20141219,GLP001_053,SNP70,2013,Male,Australia,,Show A Heart,Fantasy Gal,October,Australia,,,,,,,
20141219_GLP001_054,20141219,GLP001_054,SNP70,2013,Male,Australia,,Real Saga,Rejuvenate Lass,August,Australia,,,,,,,
20141219_KOS001_019,20141219,KOS001_019,SNP70,2013,Male,Australia,,Sebring,Modellista,October,Australia,,,,,,,
20141219_KOS001_020,20141219,KOS001_020,SNP70,2013,Male,Australia,,Street Cry,Reggae,October,Australia,,,,,,,
20141219_KOS001_021,20141219,KOS001_021,SNP70,2013,Male,Australia,,Fastnet Rock,Lisson Grove,October,Australia,,,,,,,
20141219_KOS001_022,20141219,KOS001_022,SNP70,2013,Male,Australia,,So You Think,Dorabella,August,Australia,,,,,,,
20141219_KOS001_023,20141219,KOS001_023,SNP70,2013,Female,Australia,,More Than Ready,Rock Of Fortune,August,Australia,,,,,,,
20141219_KOS001_024,20141219,KOS001_024,SNP70,2013,Female,Australia,,Sebring,Fast n Witty,August,Australia,,,,,,,
20141219_LYF001_015,20141219,LYF001_015,SNP70,2013,Female,Australia,Azzareya,Nicconi,Spirit Of The Nile,September,Australia,,,,,,,
20141219_LYF001_016,20141219,LYF001_016,SNP70,2013,Female,Australia,Bring The Peace,Sebring,Tranquility Base,September,Australia,,,,,,,
20141219_LYF001_017,20141219,LYF001_017,SNP70,2013,Female,Australia,My Lucky Diamond,Smart Missile,Academy Angel,October,Australia,,,,,,,
20141219_LYF001_018,20141219,LYF001_018,SNP70,2013,Male,Australia,Zumikon,Nicconi,Chenar,August,Australia,,,,,,,
20141219_MES001_008,20141219,MES001_008,SNP70,2013,Female,Australia,,Husson,Mantelpiece,September,Australia,,,,,,,
20141219_MES001_009,20141219,MES001_009,SNP70,2013,Female,Australia,Kenzie,Sebring,Triple Crown,October,Australia,,,,,,,
20141219_MES001_011,20141219,MES001_011,SNP70,2013,Female,Australia,,I Am Invincible,Special Mention,September,Australia,,,,,,,
20141219_PFM001_024,20141219,PFM001_024,SNP70,,Male,Ireland,Ozzie,,,March,USA,,,,,,,
20141219_REF001_020,20141219,REF001_020,SNP70,2013,Male,Australia,Mandolize,Sepoy,Academy Idol,August,Australia,,,,,,,
20141219_REF001_026,20141219,REF001_026,SNP70,2013,Female,Australia,Mandalong Belle,Choisir,Belle Jest,October,Australia,,,,,,,
20141219_REF001_027,20141219,REF001_027,SNP70,2013,Male,Australia,Mr Mistletoe,Myboycharlie,Christmas Day,August,Australia,,,,,,,
20141219_REF001_029,20141219,REF001_029,SNP70,2013,Female,Australia,Miss Pocket Rocket,Smart Missile,Petrushka,October,Australia,,,,,,,
20141219_REF001_030,20141219,REF001_030,SNP70,2013,Female,Australia,Wah Tootsie,Myboycharlie,Fidelias Dance,August,Australia,,,,,,,
20141219_RNS001_005,20141219,RNS001_005,SNP70,2013,Female,Australia,Spring Glory,Sebring,Hurl,October,Australia,,,,,,,
20141219_SEG001_104,20141219,SEG001_104,SNP70,2013,Male,Australia,Trades Mans Way,Sepoy,Lucida,October,Australia,,,,,,,
20141219_THB001_033,20141219,THB001_033,SNP70,2013,Female,Australia,,Stryker,Recurring,October,Australia,,,,,,,
20141219_THB001_034,20141219,THB001_034,SNP70,2013,Female,Australia,,Sebring,Voltdanze,September,Australia,,,,,,,
20141219_THB001_035,20141219,THB001_035,SNP70,2013,Female,Australia,,Stratum,Melbourne Rose,September,Australia,,,,,,,
20141219_THB001_036,20141219,THB001_036,SNP70,2013,Female,Australia,,Manhattan Rain,Beauty School,September,Australia,,,,,,,
20141219_THB001_037,20141219,THB001_037,SNP70,2013,Male,Australia,,Stryker,Live in Black,August,Australia,,,,,,,
20141219_THB001_038,20141219,THB001_038,SNP70,2013,Male,Australia,,Snitzel,Song of the Sun,August,Australia,,,,,,,
20141219_THB001_039,20141219,THB001_039,SNP70,2013,Male,Australia,,Wanted,Margiela,August,Australia,,,,,,,
20141219_THB001_040,20141219,THB001_040,SNP70,2013,Male,Australia,,Stryker,Pintle,September,Australia,,,,,,,
20141219_THB001_041,20141219,THB001_041,SNP70,2013,Female,Australia,,Stryker,Princess Pulse,October,Australia,,,,,,,
20141219_WDS001_082,20141219,WDS001_082,SNP70,2013,Male,Australia,,Congrats,De Jetcat,October,Australia,,,,,,,
20141219_WDS001_087,20141219,WDS001_087,SNP70,2013,Male,Australia,Star Turn,Star Witness,Golden Delicious,August,Australia,,,,,,,
20141219_WDS001_088,20141219,WDS001_088,SNP70,2013,Male,Australia,Jadaan,Stratum,Valentine Miss,September,Australia,,,,,,,
20141219_WDS001_093,20141219,WDS001_093,SNP70,2013,Female,Australia,,Sepoy,North Pole Dancer,September,Australia,,,,,,,
20141219_WDS001_094,20141219,WDS001_094,SNP70,2013,Male,Australia,Pearls Bro,Star Witness,Pearl of the Sea,August,Australia,,,,,,,
20141219_WDS001_103,20141219,WDS001_103,SNP70,2013,Male,Australia,Silky Star,Star Witness,Silk Shantung,August,Australia,,,,,,,
20141219_WPS001_016,20141219,WPS001_016,SNP70,2013,Female,Australia,Forshaw,Foreplay,Fire Lake,October,Australia,,,,,,,
20141223_GF3,20141223,GF3,SNP70,,,,,,,,,,,,,,,
20141223_WNF001_068,20141223,WNF001_068,SNP70,2013,Female,Australia,,Exceed and Excel,Zingara,October,Australia,,,,,,,
20141224_DAY001_618,20141224,DAY001_618,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_619,20141224,DAY001_619,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_620,20141224,DAY001_620,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_621,20141224,DAY001_621,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_622,20141224,DAY001_622,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_623,20141224,DAY001_623,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_626,20141224,DAY001_626,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_627,20141224,DAY001_627,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_628,20141224,DAY001_628,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_629,20141224,DAY001_629,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_631,20141224,DAY001_631,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_632,20141224,DAY001_632,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_634,20141224,DAY001_634,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_635,20141224,DAY001_635,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_636,20141224,DAY001_636,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_637,20141224,DAY001_637,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_638,20141224,DAY001_638,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_640,20141224,DAY001_640,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_641,20141224,DAY001_641,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_642,20141224,DAY001_642,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_643,20141224,DAY001_643,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_644,20141224,DAY001_644,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_645,20141224,DAY001_645,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_646,20141224,DAY001_646,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_647,20141224,DAY001_647,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_648,20141224,DAY001_648,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_649,20141224,DAY001_649,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_650,20141224,DAY001_650,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_651,20141224,DAY001_651,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_652,20141224,DAY001_652,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_653,20141224,DAY001_653,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_654,20141224,DAY001_654,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_655,20141224,DAY001_655,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_656,20141224,DAY001_656,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_657,20141224,DAY001_657,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_658,20141224,DAY001_658,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_659,20141224,DAY001_659,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_660,20141224,DAY001_660,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_661,20141224,DAY001_661,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_662,20141224,DAY001_662,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_663,20141224,DAY001_663,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_664,20141224,DAY001_664,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_665,20141224,DAY001_665,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_666,20141224,DAY001_666,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_667,20141224,DAY001_667,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_668,20141224,DAY001_668,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_669,20141224,DAY001_669,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_670,20141224,DAY001_670,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_671,20141224,DAY001_671,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_674,20141224,DAY001_674,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_675,20141224,DAY001_675,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_676,20141224,DAY001_676,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_677,20141224,DAY001_677,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_678,20141224,DAY001_678,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_679,20141224,DAY001_679,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_681,20141224,DAY001_681,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_682,20141224,DAY001_682,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_683,20141224,DAY001_683,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_684,20141224,DAY001_684,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_685,20141224,DAY001_685,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_686,20141224,DAY001_686,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_687,20141224,DAY001_687,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_688,20141224,DAY001_688,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_689,20141224,DAY001_689,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_690,20141224,DAY001_690,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_691,20141224,DAY001_691,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_692,20141224,DAY001_692,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_693,20141224,DAY001_693,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_694,20141224,DAY001_694,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_695,20141224,DAY001_695,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_696,20141224,DAY001_696,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_697,20141224,DAY001_697,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_698,20141224,DAY001_698,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_699,20141224,DAY001_699,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_700,20141224,DAY001_700,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_701,20141224,DAY001_701,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_702,20141224,DAY001_702,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_703,20141224,DAY001_703,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_704,20141224,DAY001_704,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_705,20141224,DAY001_705,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_706,20141224,DAY001_706,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_707,20141224,DAY001_707,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_708,20141224,DAY001_708,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_709,20141224,DAY001_709,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_710,20141224,DAY001_710,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_711,20141224,DAY001_711,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_712,20141224,DAY001_712,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_713,20141224,DAY001_713,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_714,20141224,DAY001_714,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_715,20141224,DAY001_715,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_716,20141224,DAY001_716,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_717,20141224,DAY001_717,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_718,20141224,DAY001_718,SNP70,,,,,,,,,,,,,,,
20141224_DAY001_719,20141224,DAY001_719,SNP70,,,,,,,,,,,,,,,
20150105_BAR001_032,20150105,BAR001_032,SNP70,2012,Male,Australia,Congratulations,Congrats,Double Strength,September,Australia,,,,,,,
20150105_DAR001_019,20150105,DAR001_019,SNP70,2014,Female,France,,,,April,Northern Hemisphere,,,,,,,
20150105_DLY001_001,20150105,DLY001_001,SNP70,2006,Male,Ireland,,,,June,Ireland,,,,,,,
20150105_ELI001_052,20150105,ELI001_052,SNP70,2012,Female,Australia,Villa dEste,Statue of Liberty,Miss Discretion,October,Australia,,,,,,,
20150105_GLP001_011,20150105,GLP001_011,SNP70,2012,Male,Australia,One Fortune,Show A Heart,Super Lacuna,October,Australia,,,,,,,
20150105_HES001_015,20150105,HES001_015,SNP70,2013,Female,Great Britain,,,,January,Great Britain,,,,,,,
20150105_KOS001_002,20150105,KOS001_002,SNP70,2012,Female,Australia,Jessica Ann,Fastnet Rock,Ashleys Kitty,October,Australia,,,,,,,
20150105_LIP001_254,20150105,LIP001_254,SNP70,2012,Female,Australia,Duly Noted,Nicconi,Invitation Only,September,Australia,,,,,,,
20150105_LIP001_322,20150105,LIP001_322,SNP70,2012,Male,Australia,Robertson Quay,Hussonet,Boat Quay,August,Australia,,,,,,,
20150105_LIP001_325,20150105,LIP001_325,SNP70,2012,Male,Australia,Dunluce,Fastnet Rock,Lacada Siren,September,Australia,,,,,,,
20150105_LIP001_327,20150105,LIP001_327,SNP70,2012,Female,Australia,Executive Orders,Commands,Annie Daly,September,New Zealand,,,,,,,
20150105_LIP001_345,20150105,LIP001_345,SNP70,2012,Male,Australia,Yakama Nation,Snitzel,Yakama,October,Australia,,,,,,,
20150105_LIP001_348,20150105,LIP001_348,SNP70,2012,Female,Australia,Kebreyaa,Northern Meteor,Jewel Vault,September,Australia,,,,,,,
20150105_PFM001_008,20150105,PFM001_008,SNP70,2013,Male,Ireland,,Kodiac,Run to Jane,April,Ireland,,,,,,,
20150105_REF001_010,20150105,REF001_010,SNP70,2012,Male,Australia,,Fastnet Rock,Cool And Composed,October,Australia,,,,,,,
20150105_RTP001_008,20150105,RTP001_008,SNP70,2012,Male,Australia,Strong Storm,I Am Invincible,Monsoon Smytzer,September,Australia,,,,,,,
20150105_RTS001_030,20150105,RTS001_030,SNP70,2012,Male,Australia,Staressa,Starcraft,Fairessa,September,Australia,,,,,,,
20150105_TLS001_002,20150105,TLS001_002,SNP70,2012,Female,Australia,Noaf,Commands,Crossyourheart,September,Australia,,,,,,,
20150105_VS_3_2,20150105,VS_3_2,SNP70,,,,,,,,,,,,,,,
20150105_WPS001_010,20150105,WPS001_010,SNP70,2012,Male,Australia,Astro Fame,Encosta de Lago,Special Episode,September,Australia,,,,,,,
20150126_HES001_002,20150126,HES001_002,SNP70,2009,Female,Great Britain,,,,March,Great Britain,,,,,,,
20150126_HES001_007,20150126,HES001_007,SNP70,2007,Female,Great Britain,,,,March,Great Britain,,,,,,,
20150126_HES001_009,20150126,HES001_009,SNP70,2009,Female,Great Britain,,,,April,Great Britain,,,,,,,
20150126_YOR001_001,20150126,YOR001_001,SNP70,,Male,Great Britain,,,,February,Ireland,,,,,,,
20150126_YOR001_007,20150126,YOR001_007,SNP70,2013,Male,Great Britain,,Dutch Art,Dress Code,March,Great Britain,,,,,,,
20150126_YOR001_018,20150126,YOR001_018,SNP70,2013,Male,Great Britain,,Acclamation,Grand Slam Maria,February,Great Britain,,,,,,,
20150126_YOR001_020,20150126,YOR001_020,SNP70,2013,Female,Great Britain,,Majestic Missile,Gimlis Treasure,February,Ireland,,,,,,,
20150126_YOR001_024,20150126,YOR001_024,SNP70,,,,,,,,,,,,,,,
20150209_ELI001_075,20150209,ELI001_075,SNP70,2013,Male,Australia,,Starcraft,Villa Lante,September,Australia,,,,,,,
20150209_ELI001_076,20150209,ELI001_076,SNP70,2013,Male,Australia,,Danerich,Peluche,October,Australia,,,,,,,
20150209_ELI001_077,20150209,ELI001_077,SNP70,2013,Male,Australia,,Fastnet Rock,Miss Helga,August,Australia,,,,,,,
20150209_ELI001_078,20150209,ELI001_078,SNP70,2013,Male,Australia,,Fastnet Rock,Clearly Foxy,September,Australia,,,,,,,
20150209_ELI001_079,20150209,ELI001_079,SNP70,2013,Male,Australia,,Bel Esprit,Zensations,October,Australia,,,,,,,
20150209_ELI001_080,20150209,ELI001_080,SNP70,2013,Male,Australia,,OReilly,Royal Isolt,October,Australia,,,,,,,
20150209_ELI001_081,20150209,ELI001_081,SNP70,2013,Male,Australia,,Stryker,Desert Move,October,Australia,,,,,,,
